Principio attivo;Confezione di riferimento;ATC;AIC;Confezione;Farmaco;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 29 ottobre 2015;Differenza;Nota;Codice gruppo equivalenza
Losartan;28 UNITA' 100 MG - USO ORALE;C09CA01;38098707;"""100 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";LOSARTAN TEVA;TEVA ITALIA S.R.L.;  10,50;  10,50;  0,00;;EQC
Losartan;28 UNITA' 100 MG - USO ORALE;C09CA01;29385046;"""100 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";NEOLOTAN;NEOPHARMED GENTILI S.R.L.;  10,50;  12,70;  2,20;;EQC
Losartan;28 UNITA' 100 MG - USO ORALE;C09CA01;38870010;"""100 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";PRECTEN;ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;  10,50;  10,90;  0,40;;EQC
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39410028;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DALOSAR;BENEDETTI & CO. S.P.A.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39383207;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";LASTAN;SO.SE.PHARM S.R.L.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;29384017;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LORTAAN;MSD ITALIA S.R.L.;  8,25;  11,04;  2,79;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;29393016;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LOSAPREX;SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.;  8,25;  11,09;  2,84;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;37757527;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PVDC";LOSARTAN ACTAVIS;ACTAVIS GROUP PTC EHF;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39374020;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";LOSARTAN AHCL;ACCORD HEALTHCARE LIMITED;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39380213;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";LOSARTAN ALMUS;ALMUS S.R.L.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39254103;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER  PVC/PVDC/PELLICOLA DI ALLUMINIO";LOSARTAN DOC GENERICI;DOC GENERICI S.R.L.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;38438038;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";LOSARTAN EG;EG S.P.A.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;37951175;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PE/PVDC";LOSARTAN GERMED;GERMED PHARMA S.P.A.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39379211;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC";LOSARTAN KRKA;KRKA D.D.NOVO MESTO;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39211026;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LOSARTAN LABORATORI ALTER;LABORATORI ALTER S.R.L.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;38263277;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PE/PVDC CON CALENDARIO";LOSARTAN MYLAN GENERICS;MYLAN S.P.A.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39198027;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/ALU";LOSARTAN PENSA;PENSA PHARMA S.P.A.;  8,25;  9,09;  0,84;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39225026;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";LOSARTAN RANBAXY;RANBAXY ITALIA S.P.A.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39164037;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";LOSARTAN SANDOZ;SANDOZ S.P.A.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39918026;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";LOSARTAN TECNIGEN;TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;38098341;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";LOSARTAN TEVA;TEVA ITALIA S.R.L.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;39077211;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";LOSARTAN ZENTIVA;ZENTIVA ITALIA S.R.L.;  8,25;  8,25;  0,00;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;29385010;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";NEOLOTAN;NEOPHARMED GENTILI S.R.L.;  8,25;  10,75;  2,50;;EQB
Losartan;28 UNITA' 50 MG - USO ORALE;C09CA01;38870022;"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";PRECTEN;ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;  8,25;  9,05;  0,80;;EQB
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;34310021;"""100+25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";FORZAAR;MSD ITALIA S.R.L.;  6,90;  9,52;  2,62;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39717020;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28CPR IN BLISTER PVC/PVDC/AL";IPERSART;S.F. GROUP S.R.L.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39909128;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";LOSARTAN E IDROCLOROTIAZIDE ALMUS;ALMUS S.R.L.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39466040;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";LOSARTAN E IDROCLOROTIAZIDE ALTER;LABORATORI ALTER S.R.L.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39155231;"""100MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER ACLAR/AL";LOSARTAN E IDROCLOROTIAZIDE ANGENERICO;ANGENERICO S.P.A.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;41392248;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/ACLAR/AL";LOSARTAN E IDROCLOROTIAZIDE AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  6,90;  7,57;  0,67;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;38510057;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/PE/AL";LOSARTAN E IDROCLOROTIAZIDE DOC GENERICI;DOC GENERICI S.R.L.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;38601100;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVC/AL";LOSARTAN E IDROCLOROTIAZIDE EG;EG S.P.A.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;38318097;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM ""28 COMPRESSE IN BLISTER AL/PVC/PE/PVDC,";LOSARTAN E IDROCLOROTIAZIDE GERMED;GERMED PHARMA S.P.A.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39473095;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PVDC";LOSARTAN E IDROCLOROTIAZIDE KRKA;KRKA D.D.NOVO MESTO;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39445162;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PE/PVDC";LOSARTAN E IDROCLOROTIAZIDE MYLAN GENERICS;MYLAN S.P.A.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39122027;"""100MG+25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LOSARTAN E IDROCLOROTIAZIDE PENSA;PENSA PHARMA S.P.A.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39677101;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PA/AL/PVC/AL";LOSARTAN E IDROCLOROTIAZIDE RANBAXY;RANBAXY ITALIA S.P.A.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39154327;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER ACLAR/AL";LOSARTAN E IDROCLOROTIAZIDE SANDOZ;SANDOZ S.P.A.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;40139065;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";LOSARTAN E IDROCLOROTIAZIDE TECNIGEN;TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;38028332;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";LOSARTAN E IDROCLOROTIAZIDE TEVA;TEVA ITALIA S.R.L.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;38234175;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER ALU/ALU";LOSARTAN E IDROCLOROTIAZIDE ZENTIVA;ZENTIVA ITALIA S.R.L.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;31497047;"""100 MG+25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LOSAZID;SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.;  6,90;  10,07;  3,17;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39908126;"""100 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";LOZID;SO.SE.PHARM S.R.L.;  6,90;  6,90;  0,00;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;32993040;"""100 MG+25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";NEOLOTAN PLUS;NEOPHARMED GENTILI S.R.L.;  6,90;  9,40;  2,50;;ERA
Losartan + Idroclorotiazide;28 UNITA' (100+25) MG - USO ORALE;C09DA01;39033028;"""100 MG+25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";PRECTIAZIDE;ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;  6,90;  7,50;  0,60;;ERA
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;32079055;"""50+12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";HIZAAR;MSD ITALIA S.R.L.;  6,90;  9,52;  2,62;;ERB
Losartan + idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39717018;"""50 MG/12,5MG COMPRESSE RIVESTITE CON FILM"" 28 CPR IN BLISTER PVC/PVDC/AL";IPERSART;S.F. GROUP S.R.L.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39909041;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM ""28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";LOSARTAN E IDROCLOROTIAZIDE ALMUS;ALMUS S.R.L.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39466026;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";LOSARTAN E IDROCLOROTIAZIDE ALTER;LABORATORI ALTER S.R.L.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39155130;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER ACLAR/AL";LOSARTAN E IDROCLOROTIAZIDE ANGENERICO;ANGENERICO S.P.A.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;41392022;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/ACLAR/AL";LOSARTAN E IDROCLOROTIAZIDE AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  6,90;  7,57;  0,67;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;38510018;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER ALU/ALU";LOSARTAN E IDROCLOROTIAZIDE DOC GENERICI;DOC GENERICI S.R.L.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;38601035;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVC/AL";LOSARTAN E IDROCLOROTIAZIDE EG;EG S.P.A.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;38318022;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PE/PVDC";LOSARTAN E IDROCLOROTIAZIDE GERMED;GERMED PHARMA S.P.A.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39473020;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PVDC";LOSARTAN E IDROCLOROTIAZIDE KRKA;KRKA D.D.NOVO MESTO;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39445046;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC/PE/PVDC";LOSARTAN E IDROCLOROTIAZIDE MYLAN GENERICS;MYLAN S.P.A.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39122039;"""50 MG+12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LOSARTAN E IDROCLOROTIAZIDE PENSA;PENSA PHARMA S.P.A.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39677036;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PA/AL/PVC/AL";LOSARTAN E IDROCLOROTIAZIDE RANBAXY;RANBAXY ITALIA S.P.A.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39154176;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER ACLAR/AL";LOSARTAN E IDROCLOROTIAZIDE SANDOZ;SANDOZ S.P.A.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;40139026;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";LOSARTAN E IDROCLOROTIAZIDE TECNIGEN;TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;38028041;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/PE/AL";LOSARTAN E IDROCLOROTIAZIDE TEVA;TEVA ITALIA S.R.L.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;38234047;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";LOSARTAN E IDROCLOROTIAZIDE ZENTIVA;ZENTIVA ITALIA S.R.L.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;31497050;"""50 MG+12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LOSAZID;SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.;  6,90;  10,07;  3,17;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39908049;"""50 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";LOZID;SO.SE.PHARM S.R.L.;  6,90;  6,90;  0,00;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;32993053;"""50 MG+12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";NEOLOTAN PLUS;NEOPHARMED GENTILI S.R.L.;  6,90;  9,40;  2,50;;ERB
Losartan + Idroclorotiazide;28 UNITA' (50+12,5) MG - USO ORALE;C09DA01;39033016;"""50 MG+12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";PRECTIAZIDE;ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;  6,90;  7,50;  0,60;;ERB
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;39873029;"""20 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL/PVDC";ERREMAN;ERREKAPPA EUROTERAPICI S.P.A.;  11,33;  11,33;  0,00;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;29224045;"""20 MG COMPRESSE"" 28 COMPRESSE";IPERTEN;CHIESI FARMACEUTICI S.P.A.;  11,33;  13,33;  2,00;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;38609057;"""20 MG COMPRESSE"" 28 COMPRESSE";MANIDIPINA CHIESI;CHIESI FARMACEUTICI S.P.A.;  11,33;  12,83;  1,50;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;39856024;"""20 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL/PVDC";MANIDIPINA DOC;PHARMACARE S.R.L.;  11,33;  11,33;  0,00;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;39776024;"""20 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL/PVDC";MANIDIPINA EG;EG S.P.A.;  11,33;  11,33;  0,00;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;39751021;"""20 MG COMPRESSE"" 28 COMPRESSE";MANIDIPINA FIDIA;FIDIA FARMACEUTICI S.P.A.;  11,33;  12,83;  1,50;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;39754027;"""20 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL/PVDC";MANIDIPINA MYLAN GENERICS;MYLAN S.P.A.;  11,33;  11,33;  0,00;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;39855022;"""20 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL/PVDC";MANIDIPINA SANDOZ;SANDOZ S.P.A.;  11,33;  11,33;  0,00;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;39792027;"""20 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL/PVDC";MANIDIPINA TEVA;TEVA ITALIA S.R.L.;  11,33;  11,33;  0,00;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;39863028;"""20 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL/PVDC";MANIDIPINA ZENTIVA;ZENTIVA ITALIA S.R.L.;  11,33;  11,33;  0,00;;F9A
Manidipina;28 UNITA' 20 MG - USO ORALE;C08CA11;29200045;"""20 MG COMPRESSE"" 28 COMPRESSE";VASCOMAN;TAKEDA ITALIA S.P.A.;  11,33;  12,83;  1,50;;F9A
Megestrolo;30 UNITA' 160 MG - USO ORALE;L02AB01;34227013;"""160 MG COMPRESSE ""30 COMPRESSE";GESTROLTEX;PHARMATEX ITALIA S.R.L.;  60,69;  66,79;  6,10;;C5A
Megestrolo;30 UNITA' 160 MG - USO ORALE;L02AB01;27597020;"""160 MG COMPRESSE"" 30 COMPRESSE";MEGACE;PHARMASWISS CESKA REPUBLIKA S.R.O.;  60,69;  66,79;  6,10;;C5A
Megestrolo;30 UNITA' 160 MG - USO ORALE;L02AB01;27574019;"""160 MG COMPRESSE"" 30 COMPRESSE";MEGESTIL;TEOFARMA S.R.L.;  60,69;  66,79;  6,10;;C5A
Megestrolo;30 UNITA' 160 MG - USO ORALE;L02AB01;34104012;"""160 MG COMPRESSE"" 30 COMPRESSE";MEGEXIA;PH&T S.P.A.;  60,69;  66,79;  6,10;;C5A
Meloxicam;30 UNITA' 15 MG - USO ORALE;M01AC06;34280038;30 COMPRESSE 15 MG;LEUTROL;BOEHRINGER INGELHEIM ITALIA S.P.A.;  6,02;  8,03;  2,01;;CWA
Meloxicam;30 UNITA' 15 MG - USO ORALE;M01AC06;37077221;"""15 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";MELOXICAM EG;EG S.P.A.;  6,02;  6,02;  0,00;;CWA
Meloxicam;30 UNITA' 15 MG - USO ORALE;M01AC06;37067081;"""15 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";MELOXICAM HEXAL;HEXAL S.P.A.;  6,02;  6,02;  0,00;;CWA
Meloxicam;30 UNITA' 15 MG - USO ORALE;M01AC06;37069224;"""15 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";MELOXICAM MYLAN GENERICS;MYLAN S.P.A.;  6,02;  6,02;  0,00;;CWA
Meloxicam;30 UNITA' 15 MG - USO ORALE;M01AC06;37322260;"""15 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";MELOXICAM ZENTIVA;ZENTIVA ITALIA S.R.L.;  6,02;  6,02;  0,00;;CWA
Meloxicam;30 UNITA' 15 MG - USO ORALE;M01AC06;31985068;"""15"" 30 COMPRESSE DIVISIBILI 15 MG";MOBIC;BOEHRINGER INGELHEIM INTERNATIONAL GMBH;  6,02;  8,03;  2,01;;CWA
Meloxicam;30 UNITA' 7,5 MG - USO ORALE;M01AC06;37069073;"""7,5 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";MELOXICAM MYLAN GENERICS;MYLAN S.P.A.;  4,90;  4,90;  0,00;;CWB
Meloxicam;30 UNITA' 7,5 MG - USO ORALE;M01AC06;31985157;"""7,5 MG"" 30 COMPRESSE 7,5 MG";MOBIC;BOEHRINGER INGELHEIM INTERNATIONAL GMBH;  4,90;  7,70;  2,80;;CWB
Memantina;28 UNITA' 20 MG - USO ORALE;N06DX01;35681105;20 MG-COMPRESSE FILM RIVESTITE-USO ORALE-BLISTER (ALLUMINIO/PP)28 COMPRESSE;EBIXA;H.LUNDBECK A/S;  19,00;  34,00;  15,00;In distribuzione diretta da parte delle Regioni;OGB
Memantina;28 UNITA' 20 MG - USO ORALE;N06DX01;42312025;"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";EZEMANTIS;FB HEALTH S.R.L.;  19,00;  19,00;  0,00;In distribuzione diretta da parte delle Regioni;OGB
Memantina;28 UNITA' 20 MG - USO ORALE;N06DX01;43171091;20 MG-COMPRESSE RIVESTITA CON FILM-USO ORALE-BLISTER (PVC/PE/PVDC/ALLUMINIO)-28 COMPRESSE;MEMANTINA ACCORD;ACCORD HEALTHCARE LIMITED;  19,00;  19,00;  0,00;In distribuzione diretta da parte delle Regioni;OGB
Memantina;28 UNITA' 20 MG - USO ORALE;N06DX01;42245074;"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";MEMANTINA DOC GENERICI;DOC GENERICI S.R.L.;  19,00;  19,00;  0,00;In distribuzione diretta da parte delle Regioni;OGB
